Data,Hora,Data Valor,Produto,ISIN,Descrição,T.,Mudança,,Saldo,,ID da Ordem
20-11-2019,00:00,19-11-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"42,02",
18-11-2019,00:00,17-11-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"42,03",
14-11-2019,00:00,13-11-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"42,03",
13-11-2019,12:04,12-11-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 26,5365 @ 0,9891 EUR",,,,EUR,"42,04",
12-11-2019,15:31,12-11-2019,VIX 13 P 20NOV19,,Levantamento de divisa,"1,1029",USD,"-30,00",USD,"0,00",f478f9bb-b0d4-4c06-bcfb-142743d4533e
12-11-2019,15:31,12-11-2019,VIX 13 P 20NOV19,,Crédito de divisa,,EUR,"27,20",EUR,"42,04",f478f9bb-b0d4-4c06-bcfb-142743d4533e
12-11-2019,15:31,12-11-2019,VIX 13 P 20NOV19,,Comissão de transação,,EUR,"-0,95",EUR,"14,84",f478f9bb-b0d4-4c06-bcfb-142743d4533e
12-11-2019,15:31,12-11-2019,VIX 13 P 20NOV19,,"Venda 1 VIX 13 P 20NOV19@0,3 USD ()",,USD,"30,00",USD,"30,00",f478f9bb-b0d4-4c06-bcfb-142743d4533e
11-11-2019,00:00,10-11-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"15,79",
05-11-2019,13:14,04-11-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 2,9012 @ 0,9894 EUR",,,,EUR,"15,79",
05-11-2019,10:22,01-11-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 5,0597 @ 0,9894 EUR",,,,EUR,"15,79",
05-11-2019,00:00,04-11-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,00",EUR,"15,79",
04-11-2019,08:01,04-11-2019,INDITEX,ES0148396007,Dividendo,,EUR,"3,52",EUR,"15,79",
04-11-2019,08:01,04-11-2019,INDITEX,ES0148396007,Imposto sobre dividendo,,EUR,"-0,65",EUR,"12,27",
01-11-2019,09:35,31-10-2019,,,Custo de Conectividade DEGIRO 2019 (Chicago Board Options Exchange (CBOE) - CBO),,EUR,"-5,00",EUR,"12,92",
01-11-2019,00:00,31-10-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"0,00",EUR,"17,92",
31-10-2019,15:36,30-10-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 56,1445 @ 0,9894 EUR",,EUR,"0,01",EUR,"17,92",
31-10-2019,00:00,30-10-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"17,92",
30-10-2019,12:04,29-10-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 14,0358 @ 0,9895 EUR",,,,EUR,"17,92",
30-10-2019,00:00,29-10-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"17,92",
29-10-2019,16:14,29-10-2019,VIDRALA SA -RIGHT,ES0683746970,Comissão de transação,,EUR,"-4,00",EUR,"17,93",5536f105-1713-4383-96f7-95bc5002ad44
29-10-2019,16:14,29-10-2019,VIDRALA SA -RIGHT,ES0683746970,Comissão de transação,,EUR,"-0,01",EUR,"21,93",5536f105-1713-4383-96f7-95bc5002ad44
29-10-2019,16:14,29-10-2019,VIDRALA SA -RIGHT,ES0683746970,"Venda 3 VIDRALA SA -RIGHT@3,945 EUR (ES0683746970)",,EUR,"11,84",EUR,"21,94",5536f105-1713-4383-96f7-95bc5002ad44
29-10-2019,14:31,29-10-2019,VIX 13 P 20NOV19,,Crédito de divisa,"1,1086",USD,"15,00",USD,"0,00",7ee9db52-508f-40a6-a9ff-e3ef604d0ec4
29-10-2019,14:31,29-10-2019,VIX 13 P 20NOV19,,Levantamento de divisa,,EUR,"-13,53",EUR,"10,10",7ee9db52-508f-40a6-a9ff-e3ef604d0ec4
29-10-2019,14:31,29-10-2019,VIX 13 P 20NOV19,,Comissão de transação,,EUR,"-0,95",EUR,"23,63",7ee9db52-508f-40a6-a9ff-e3ef604d0ec4
29-10-2019,14:31,29-10-2019,VIX 13 P 20NOV19,,"Compra 1 VIX 13 P 20NOV19@0,15 USD ()",,USD,"-15,00",USD,"-15,00",7ee9db52-508f-40a6-a9ff-e3ef604d0ec4
29-10-2019,14:17,29-10-2019,ROY P26.00 20DEC19,DE000C2B7R62,Comissão de transação,,EUR,"-0,90",EUR,"24,58",10ddb71d-9007-44cf-b64c-37c915cec6c2
29-10-2019,14:17,29-10-2019,ROY P26.00 20DEC19,DE000C2B7R62,"Compra 1 ROY P26.00 20DEC19@0,48 EUR (DE000C2B7R62)",,EUR,"-48,00",EUR,"25,48",10ddb71d-9007-44cf-b64c-37c915cec6c2
29-10-2019,13:01,29-10-2019,PHAROL,PTPTC0AM0009,Comissão de transação,,EUR,"-0,50",EUR,"73,48",8493c492-cfc0-4de3-a304-e68d837bc014
29-10-2019,13:01,29-10-2019,PHAROL,PTPTC0AM0009,Comissão de transação,,EUR,"-0,01",EUR,"73,98",8493c492-cfc0-4de3-a304-e68d837bc014
29-10-2019,13:01,29-10-2019,PHAROL,PTPTC0AM0009,"Venda 145 PHAROL@0,0993 EUR (PTPTC0AM0009)",,EUR,"14,40",EUR,"73,99",8493c492-cfc0-4de3-a304-e68d837bc014
28-10-2019,08:41,28-10-2019,VIDRALA SA -RIGHT,ES0683746970,EMISSÃO DE DIREITOS: Compra 3 VIDRALA SA -RIGHT@0 EUR (ES0683746970),,EUR,"0,00",EUR,"59,60",
28-10-2019,00:00,27-10-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"59,60",
22-10-2019,00:00,21-10-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"0,01",EUR,"59,60",
17-10-2019,00:00,16-10-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"59,60",
11-10-2019,00:00,10-10-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"59,60",
10-10-2019,00:00,09-10-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"59,61",
08-10-2019,00:00,07-10-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,02",EUR,"59,61",
01-10-2019,00:00,30-09-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"0,01",EUR,"59,63",
30-09-2019,00:00,29-09-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"59,63",
25-09-2019,00:00,24-09-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"59,63",
20-09-2019,00:00,19-09-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"59,64",
18-09-2019,00:00,17-09-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"0,01",EUR,"59,64",
16-09-2019,00:00,15-09-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"59,64",
13-09-2019,00:00,12-09-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"59,64",
05-09-2019,00:00,04-09-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"59,65",
04-09-2019,00:00,03-09-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"59,66",
03-09-2019,16:00,02-09-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 2,3016 @ 0,9906 EUR",,,,EUR,"59,66",
02-09-2019,09:13,31-08-2019,,,Custo de Conectividade DEGIRO 2019 (Euronext NYSE Liffe - LFF),,EUR,"-2,28",EUR,"59,66",
28-08-2019,00:00,27-08-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"61,94",
21-08-2019,00:00,20-08-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"61,95",
19-08-2019,00:00,18-08-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"0,01",EUR,"61,96",
17-08-2019,10:54,16-08-2019,BGPA P2.90 16AUG19,DE000C37XB05,EXPIRAÇÃO DE OPÇÃO (OUT OF THE MONEY): Venda 3 BGPA P2.90 16AUG19@0 EUR (DE000C37XB05),,EUR,"0,00",EUR,"61,95",
17-08-2019,10:54,16-08-2019,ABBN P17.60 16AUG19,DE000C3Y0HJ5,EXPIRAÇÃO DE OPÇÃO (OUT OF THE MONEY): Venda 1 ABBN P17.60 16AUG19@0 CHF (DE000C3Y0HJ5),,CHF,"0,00",CHF,"0,00",
17-08-2019,10:54,16-08-2019,RD C27.00 16AUG19,NLENX5106507,EXPIRAÇÃO DE OPÇÃO (OUT OF THE MONEY): Venda 1 RD C27.00 16AUG19@0 EUR (NLENX5106507),,EUR,"0,00",EUR,"61,95",
16-08-2019,00:00,15-08-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"61,95",
15-08-2019,00:00,14-08-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"61,96",
14-08-2019,00:00,13-08-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"0,01",EUR,"61,96",
13-08-2019,00:00,12-08-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"61,96",
08-08-2019,12:04,07-08-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 51,1087 @ 0,9909 EUR",,,,EUR,"61,96",
06-08-2019,16:37,06-08-2019,BGPA P2.90 16AUG19,DE000C37XB05,Comissão de transação,,EUR,"-2,70",EUR,"61,96",a2d285c6-d561-4b58-bb58-8f9fa3dc6d60
06-08-2019,16:37,06-08-2019,BGPA P2.90 16AUG19,DE000C37XB05,"Compra 3 BGPA P2.90 16AUG19@0,05 EUR (DE000C37XB05)",,EUR,"-15,00",EUR,"64,66",a2d285c6-d561-4b58-bb58-8f9fa3dc6d60
06-08-2019,16:31,06-08-2019,ABBN P17.60 16AUG19,DE000C3Y0HJ5,Crédito de divisa,"1,0924",CHF,"35,00",CHF,"0,00",ac0f6221-880e-41c4-afb1-e11c590c09fe
06-08-2019,16:31,06-08-2019,ABBN P17.60 16AUG19,DE000C3Y0HJ5,Levantamento de divisa,,EUR,"-32,04",EUR,"79,66",ac0f6221-880e-41c4-afb1-e11c590c09fe
06-08-2019,16:31,06-08-2019,ABBN P17.60 16AUG19,DE000C3Y0HJ5,Comissão de transação,,EUR,"-0,90",EUR,"111,70",ac0f6221-880e-41c4-afb1-e11c590c09fe
06-08-2019,16:31,06-08-2019,ABBN P17.60 16AUG19,DE000C3Y0HJ5,"Compra 1 ABBN P17.60 16AUG19@0,35 CHF (DE000C3Y0HJ5)",,CHF,"-35,00",CHF,"-35,00",ac0f6221-880e-41c4-afb1-e11c590c09fe
05-08-2019,00:00,04-08-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"112,60",
02-08-2019,12:03,01-08-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 36,3233 @ 0,991 EUR",,,,EUR,"112,61",
01-08-2019,14:22,01-08-2019,RD C27.00 16AUG19,NLENX5106507,Comissão de transação,,EUR,"-1,00",EUR,"112,61",ee687472-f3d7-444a-a553-aa70bc100cc9
01-08-2019,14:22,01-08-2019,RD C27.00 16AUG19,NLENX5106507,"Compra 1 RD C27.00 16AUG19@0,35 EUR (NLENX5106507)",,EUR,"-35,00",EUR,"113,61",ee687472-f3d7-444a-a553-aa70bc100cc9
01-08-2019,00:00,31-07-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"148,61",
26-07-2019,00:00,25-07-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"148,63",
16-07-2019,12:04,15-07-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 0,7263 @ 0,9914 EUR",,,,EUR,"148,64",
16-07-2019,00:00,15-07-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,03",EUR,"148,64",
15-07-2019,00:00,14-07-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"0,01",EUR,"148,67",
13-07-2019,05:07,12-07-2019,VIDRALA,ES0183746314,Dividendo,,EUR,"0,88",EUR,"148,66",
13-07-2019,05:07,12-07-2019,VIDRALA,ES0183746314,Imposto sobre dividendo,,EUR,"-0,16",EUR,"147,78",
11-07-2019,00:00,10-07-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"147,94",
04-07-2019,00:00,03-07-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"147,95",
27-06-2019,12:03,26-06-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 14,7942 @ 0,9916 EUR",,,,EUR,"147,97",
27-06-2019,00:00,26-06-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"147,97",
26-06-2019,08:19,26-06-2019,ALTRI SGPS,PTALT0AE0002,Dividendo,,EUR,"22,32",EUR,"147,98",
26-06-2019,08:19,26-06-2019,ALTRI SGPS,PTALT0AE0002,Imposto sobre dividendo,,EUR,"-7,66",EUR,"125,66",
22-06-2019,14:40,21-06-2019,BMW C68.00 21JUN19,DE000C8FXPC4,EXPIRAÇÃO DE OPÇÃO (OUT OF THE MONEY): Venda 1 BMW C68.00 21JUN19@0 EUR (DE000C8FXPC4),,EUR,"0,00",EUR,"133,32",
22-06-2019,14:40,21-06-2019,CAR C17.20 21JUN19,DE000C3V8SZ4,EXPIRAÇÃO DE OPÇÃO (OUT OF THE MONEY): Venda 2 CAR C17.20 21JUN19@0 EUR (DE000C3V8SZ4),,EUR,"0,00",EUR,"133,32",
19-06-2019,00:00,18-06-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"133,32",
18-06-2019,00:00,17-06-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"0,01",EUR,"133,34",
17-06-2019,00:00,16-06-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"133,32",
12-06-2019,08:43,11-06-2019,B.COM.PORTUGUES,PTBCP0AM0015,Dividendo,,EUR,"0,01",EUR,"133,34",
11-06-2019,00:00,10-06-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,01",EUR,"133,33",
06-06-2019,12:04,05-06-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 46,174 @ 0,9919 EUR",,,,EUR,"133,34",
06-06-2019,00:00,05-06-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,02",EUR,"133,33",
04-06-2019,17:05,04-06-2019,CAR C17.20 21JUN19,DE000C3V8SZ4,Comissão de transação,,EUR,"-1,80",EUR,"133,35",76868da3-2dd9-416c-8bd5-303105d031d6
04-06-2019,17:05,04-06-2019,CAR C17.20 21JUN19,DE000C3V8SZ4,"Compra 2 CAR C17.20 21JUN19@0,22 EUR (DE000C3V8SZ4)",,EUR,"-44,00",EUR,"135,15",76868da3-2dd9-416c-8bd5-303105d031d6
29-05-2019,12:03,28-05-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 242,9135 @ 0,9919 EUR",,,,EUR,"179,15",
28-05-2019,14:27,28-05-2019,ALTRI SGPS,PTALT0AE0002,Comissão de transação,,EUR,"-0,50",EUR,"179,15",3ce6013d-50f9-4093-92b0-9bec90c6e5d9
28-05-2019,14:27,28-05-2019,ALTRI SGPS,PTALT0AE0002,Comissão de transação,,EUR,"-0,11",EUR,"179,65",3ce6013d-50f9-4093-92b0-9bec90c6e5d9
28-05-2019,14:27,28-05-2019,ALTRI SGPS,PTALT0AE0002,"Compra 31 ALTRI SGPS@6,24 EUR (PTALT0AE0002)",,EUR,"-193,44",EUR,"179,76",3ce6013d-50f9-4093-92b0-9bec90c6e5d9
28-05-2019,14:13,28-05-2019,BMW C68.00 21JUN19,DE000C8FXPC4,Comissão de transação,,EUR,"-0,90",EUR,"373,20",353d73eb-46ca-4839-bc12-803cc58345d6
28-05-2019,14:13,28-05-2019,BMW C68.00 21JUN19,DE000C8FXPC4,"Compra 1 BMW C68.00 21JUN19@0,46 EUR (DE000C8FXPC4)",,EUR,"-46,00",EUR,"374,10",353d73eb-46ca-4839-bc12-803cc58345d6
27-05-2019,00:00,26-05-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,04",EUR,"420,10",
21-05-2019,00:00,20-05-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,04",EUR,"420,15",
18-05-2019,12:08,17-05-2019,IBE P7.75 17MAY19,DE000C2YY0P9,EXPIRAÇÃO DE OPÇÃO (OUT OF THE MONEY): Venda 1 IBE P7.75 17MAY19@0 EUR (DE000C2YY0P9),,EUR,"0,00",EUR,"420,19",
17-05-2019,12:03,16-05-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 40,4153 @ 0,9921 EUR",,,,EUR,"420,19",
16-05-2019,12:10,16-05-2019,IBE C7.75 17MAY19,DE000C2YY0N4,Comissão de transação,,EUR,"-0,90",EUR,"420,19",3d8c6536-da69-4e57-a418-7b6916fc19d7
16-05-2019,12:10,16-05-2019,IBE C7.75 17MAY19,DE000C2YY0N4,"Venda 1 IBE C7.75 17MAY19@0,41 EUR (DE000C2YY0N4)",,EUR,"41,00",EUR,"421,09",3d8c6536-da69-4e57-a418-7b6916fc19d7
16-05-2019,00:00,15-05-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,04",EUR,"380,09",
09-05-2019,00:00,08-05-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,04",EUR,"380,13",
06-05-2019,12:04,03-05-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 0,2617 @ 0,9923 EUR",,,,EUR,"380,16",
03-05-2019,15:16,02-05-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 2,8918 @ 0,9923 EUR",,,,EUR,"380,16",
03-05-2019,13:46,30-04-2019,,,Custo de Conectividade DEGIRO 2019 (Bolsa de Madrid - MAD),,EUR,"-0,13",EUR,"380,16",
03-05-2019,13:46,30-04-2019,,,Custo de Conectividade DEGIRO 2019 (Eurex - ERX),,EUR,"-0,13",EUR,"380,29",
02-05-2019,08:25,02-05-2019,INDITEX,ES0148396007,Dividendo,,EUR,"3,52",EUR,"380,42",
02-05-2019,08:25,02-05-2019,INDITEX,ES0148396007,Imposto sobre dividendo,,EUR,"-0,65",EUR,"376,90",
02-05-2019,00:00,01-05-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,04",EUR,"377,55",
26-04-2019,00:00,25-04-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,04",EUR,"377,59",
25-04-2019,12:04,24-04-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 34,0553 @ 0,9925 EUR",,,,EUR,"377,63",
23-04-2019,09:19,23-04-2019,IBE C7.75 17MAY19,DE000C2YY0N4,Comissão de transação,,EUR,"-0,90",EUR,"377,63",bc6fb4da-29f6-48e8-b2fc-3270835c88f4
23-04-2019,09:19,23-04-2019,IBE C7.75 17MAY19,DE000C2YY0N4,"Compra 1 IBE C7.75 17MAY19@0,19 EUR (DE000C2YY0N4)",,EUR,"-19,00",EUR,"378,53",bc6fb4da-29f6-48e8-b2fc-3270835c88f4
23-04-2019,09:19,23-04-2019,IBE P7.75 17MAY19,DE000C2YY0P9,Comissão de transação,,EUR,"-0,90",EUR,"397,53",bb234210-ce6c-4227-81a5-97a0fdf1bdba
23-04-2019,09:19,23-04-2019,IBE P7.75 17MAY19,DE000C2YY0P9,"Compra 1 IBE P7.75 17MAY19@0,13 EUR (DE000C2YY0P9)",,EUR,"-13,00",EUR,"398,43",bb234210-ce6c-4227-81a5-97a0fdf1bdba
19-04-2019,12:28,18-04-2019,ABBN P19.50 18APR19,DE000C267T09,EXPIRAÇÃO DE OPÇÃO (OUT OF THE MONEY): Venda 1 ABBN P19.50 18APR19@0 CHF (DE000C267T09),,CHF,"0,00",CHF,"0,00",
18-04-2019,12:04,17-04-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 40,4062 @ 0,9926 EUR",,,,EUR,"411,43",
18-04-2019,00:00,17-04-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,04",EUR,"411,43",
17-04-2019,13:07,17-04-2019,AHO P22.40 18APR19,DE000C321HA3,Comissão de transação,,EUR,"-0,90",EUR,"411,47",75c72e85-95dc-4948-b32b-0f73b6ded961
17-04-2019,13:07,17-04-2019,AHO P22.40 18APR19,DE000C321HA3,"Venda 1 AHO P22.40 18APR19@0,41 EUR (DE000C321HA3)",,EUR,"41,00",EUR,"412,37",75c72e85-95dc-4948-b32b-0f73b6ded961
15-04-2019,00:00,14-04-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,04",EUR,"371,37",
09-04-2019,14:30,08-04-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 72,1695 @ 0,9927 EUR",,,,EUR,"371,41",
08-04-2019,12:03,05-04-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 20,699 @ 0,9928 EUR",,,,EUR,"371,41",
08-04-2019,00:00,07-04-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Alteração do preço do Fundo do Mercado Monetário (EUR),,EUR,"-0,03",EUR,"371,41",
05-04-2019,15:23,04-04-2019,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 20,699 @ 0,9928 EUR",,,,EUR,"371,44",
05-04-2019,14:36,05-04-2019,AIX C8.60 18APR19,DE000C321LR9,Comissão de transação,,EUR,"-0,90",EUR,"371,44",a9a8d64d-ff70-40e6-85a6-da9ab4ed56bd
05-04-2019,14:36,05-04-2019,AIX C8.60 18APR19,DE000C321LR9,"Venda 1 AIX C8.60 18APR19@0,52 EUR (DE000C321LR9)",,EUR,"52,00",EUR,"372,34",a9a8d64d-ff70-40e6-85a6-da9ab4ed56bd
04-04-2019,14:12,04-04-2019,ABBN P19.50 18APR19,DE000C267T09,Crédito de divisa,"1,1196",CHF,"22,00",CHF,"0,00",0d963adc-4c7c-4f4b-8879-6ff5fa1e4362
04-04-2019,14:12,04-04-2019,ABBN P19.50 18APR19,DE000C267T09,Levantamento de divisa,,EUR,"-19,65",EUR,"320,34",0d963adc-4c7c-4f4b-8879-6ff5fa1e4362
