Date,VZ,T
2014-12-31,35.71791076660156,23.9360294342041
2015-01-02,35.855350494384766,24.135557174682617
2015-01-05,35.557579040527344,23.907533645629883
2015-01-06,35.91642761230469,23.94316291809082
2015-01-07,35.68466567993164,23.972068786621094
2015-01-08,36.449493408203125,24.21056365966797
2015-01-09,36.12501907348633,24.138288497924805
2015-01-12,36.37224197387695,24.20333480834961
2015-01-13,36.449493408203125,24.20333480834961
2015-01-14,36.28726577758789,24.087703704833984
2015-01-15,36.387691497802734,24.037113189697266
2015-01-16,37.075279235839844,24.427371978759766
2015-01-20,37.22206497192383,24.53577995300293
2015-01-21,37.27613830566406,24.571916580200195
2015-01-22,36.92848205566406,24.420143127441406
2015-01-23,36.42631530761719,24.116613388061523
2015-01-26,36.2795295715332,23.97929573059082
2015-01-27,35.80826187133789,23.711898803710938
2015-01-28,35.57650375366211,23.617944717407227
2015-01-29,35.62286376953125,23.820301055908203
2015-01-30,35.3138313293457,23.791393280029297
2015-02-02,36.29499053955078,24.253923416137695
2015-02-03,36.95167541503906,24.81763458251953
2015-02-04,36.92848205566406,24.868215560913086
2015-02-05,36.97483444213867,24.962173461914062
2015-02-06,38.110511779785156,25.20066261291504
2015-02-09,37.92509841918945,25.034440994262695
2015-02-10,38.249568939208984,25.18621063232422
2015-02-11,38.48133850097656,24.85376739501953
2015-02-12,38.257286071777344,25.01276397705078
2015-02-13,38.09505844116211,25.048892974853516
2015-02-17,37.994625091552734,25.08502960205078
2015-02-18,37.809207916259766,24.926034927368164
2015-02-19,37.78602981567383,24.63695526123047
2015-02-20,37.8323860168457,24.62972640991211
2015-02-23,37.67787170410156,24.4635066986084
2015-02-24,38.0255241394043,24.608047485351562
2015-02-25,38.01007843017578,24.723684310913086
2015-02-26,38.14140701293945,24.933265686035156
2015-02-27,38.20321273803711,24.976627349853516
2015-03-02,38.21867370605469,25.034440994262695
2015-03-03,38.28047180175781,24.868215560913086
2015-03-04,37.90963363647461,24.571916580200195
2015-03-05,37.793758392333984,24.571916580200195
2015-03-06,37.30704879760742,24.196109771728516
2015-03-09,37.260684967041016,24.102153778076172
2015-03-10,36.70444107055664,23.690216064453125
2015-03-11,36.835777282714844,23.5745849609375
2015-03-12,37.64696502685547,23.943164825439453
2015-03-13,37.73196029663086,23.67576026916504
2015-03-16,38.06415557861328,23.892574310302734
2015-03-17,37.81692886352539,23.776939392089844
2015-03-18,38.27275085449219,24.27560043334961
2015-03-19,38.08732986450195,23.993757247924805
2015-03-20,38.28820037841797,24.015430450439453
2015-03-23,38.35000991821289,24.051563262939453
2015-03-24,38.17231369018555,23.899799346923828
2015-03-25,37.64696502685547,23.5745849609375
2015-03-26,37.407474517822266,23.71912384033203
2015-03-27,37.5156364440918,23.668533325195312
2015-03-30,37.948265075683594,23.827529907226562
2015-03-31,37.56971740722656,23.596267700195312
2015-04-01,37.793758392333984,23.76970672607422
2015-04-02,38.21867370605469,23.943164825439453
2015-04-06,38.3422737121582,24.087703704833984
2015-04-07,38.06415557861328,23.9648380279541
2015-04-08,38.38447570800781,23.935522079467773
2015-04-09,38.29072189331055,23.964839935302734
2015-04-10,38.45478820800781,24.02349090576172
2015-04-13,38.31416702270508,24.10413360595703
2015-04-14,38.42354965209961,23.964839935302734
2015-04-15,38.587615966796875,24.11145782470703
2015-04-16,38.49386215209961,24.008831024169922
2015-04-17,38.20478439331055,23.832883834838867
2015-04-20,38.579803466796875,24.06747817993164
2015-04-21,38.41572952270508,23.942852020263672
2015-04-22,38.728240966796875,24.089466094970703
2015-04-23,39.10326385498047,25.093809127807617
2015-04-24,39.087642669677734,24.932525634765625
2015-04-27,39.126708984375,24.991167068481445
2015-04-28,39.49391174316406,25.55565643310547
2015-04-29,39.43141174316406,25.482351303100586
2015-04-30,39.407962799072266,25.394378662109375
2015-05-01,39.384521484375,25.23309326171875
2015-05-04,39.47046661376953,25.313735961914062
2015-05-05,39.13451385498047,24.71993064880371
2015-05-06,38.78293991088867,24.470678329467773
2015-05-07,38.85324478149414,24.46334457397461
2015-05-08,39.173587799072266,24.697938919067383
2015-05-11,38.9079475402832,24.551321029663086
2015-05-12,38.76731872558594,24.675941467285156
2015-05-13,38.85324478149414,24.851884841918945
2015-05-14,39.0407600402832,25.020498275756836
2015-05-15,38.90012741088867,25.1671199798584
2015-05-18,38.75168991088867,25.562986373901367
2015-05-19,38.71261978149414,25.196435928344727
2015-05-20,38.82201385498047,25.379716873168945
2015-05-21,38.98607635498047,25.709606170654297
2015-05-22,38.759490966796875,25.445688247680664
2015-05-26,38.611053466796875,25.41636085510254
2015-05-27,38.728240966796875,25.621631622314453
2015-05-28,38.70481491088867,25.511672973632812
2015-05-29,38.626678466796875,25.32106590270996
2015-06-01,38.45478820800781,25.181777954101562
2015-06-02,38.39229202270508,25.189111709594727
2015-06-03,38.34541702270508,25.680278778076172
2015-06-04,37.579750061035156,25.856224060058594
2015-06-05,36.90004348754883,25.343059539794922
2015-06-08,37.06410598754883,25.35772132873535
2015-06-09,36.98598098754883,25.299070358276367
2015-06-10,37.08755111694336,25.453020095825195
2015-06-11,37.31412887573242,25.5703182220459
2015-06-12,36.91565704345703,25.401710510253906
2015-06-15,36.720340728759766,25.22576141357422
2015-06-16,37.04848861694336,25.41636085510254
2015-06-17,36.93129348754883,25.511672973632812
2015-06-18,37.32193374633789,25.67295265197754
2015-06-19,37.07973098754883,25.650957107543945
2015-06-22,37.134437561035156,25.687612533569336
2015-06-23,37.32193374633789,26.325410842895508
2015-06-24,36.946922302246094,26.230104446411133
2015-06-25,37.06410598754883,26.52334213256836
2015-06-26,37.20473861694336,26.47935676574707
2015-06-29,36.540653228759766,26.22277069091797
2015-06-30,36.41564178466797,26.039499282836914
2015-07-01,36.720340728759766,26.076152801513672
2015-07-02,36.87660598754883,26.193450927734375
2015-07-06,36.75160217285156,26.1054744720459
2015-07-07,36.91565704345703,26.22277069091797
2015-07-08,36.82081985473633,25.843915939331055
2015-07-09,36.56785583496094,25.546775817871094
2015-07-10,37.15281295776367,25.739917755126953
2015-07-13,37.3109130859375,25.91077423095703
2015-07-14,37.47690963745117,26.08905601501465
2015-07-15,37.4136848449707,25.79934310913086
2015-07-16,37.808921813964844,26.118778228759766
2015-07-17,37.619197845458984,26.00734519958496
2015-07-20,38.02233123779297,25.92563247680664
2015-07-21,37.12910079956055,25.68048858642578
2015-07-22,36.71804428100586,25.457630157470703
2015-07-23,36.63899612426758,25.205059051513672
2015-07-24,36.393951416015625,25.47248649597168
2015-07-27,36.22794723510742,25.49477195739746
2015-07-28,36.27537155151367,25.50220489501953
2015-07-29,36.80500030517578,25.769628524780273
2015-07-30,36.8919563293457,25.851341247558594
2015-07-31,36.98681640625,25.806774139404297
2015-08-03,37.12910079956055,25.74734115600586
2015-08-04,36.8919563293457,25.68791961669922
2015-08-05,36.868247985839844,25.68048858642578
2015-08-06,36.86033630371094,25.435348510742188
2015-08-07,36.646907806396484,25.41305923461914
2015-08-10,37.334625244140625,25.83648681640625
2015-08-11,37.627105712890625,25.739917755126953
2015-08-12,37.82472610473633,25.27191925048828
2015-08-13,37.67453384399414,25.115921020507812
2015-08-14,37.540157318115234,25.294200897216797
2015-08-17,37.56385803222656,25.42791748046875
2015-08-18,37.51642608642578,25.51705551147461
2015-08-19,37.50062561035156,25.524490356445312
2015-08-20,37.057952880859375,25.219919204711914
2015-08-21,36.441375732421875,24.796489715576172
2015-08-24,35.36631393432617,24.046207427978516
2015-08-25,34.386112213134766,23.622779846191406
2015-08-26,35.69832229614258,24.283918380737305
2015-08-27,36.51251983642578,24.841054916381836
2015-08-28,36.417667388916016,24.72963523864746
2015-08-31,36.3702278137207,24.662776947021484
2015-09-01,35.4927864074707,24.009063720703125
2015-09-02,35.8485107421875,24.3804931640625
2015-09-03,36.1409912109375,24.543920516967773
2015-09-04,35.42955780029297,24.18735122680664
2015-09-08,36.26747131347656,24.618206024169922
2015-09-09,35.88013458251953,24.35077476501465
2015-09-10,35.93545913696289,24.328489303588867
2015-09-11,36.14889907836914,24.306209564208984
2015-09-14,36.085662841796875,24.179920196533203
2015-09-15,36.65480422973633,24.410207748413086
2015-09-16,36.51251983642578,24.469633102416992
2015-09-17,35.75365447998047,24.35077476501465
2015-09-18,35.23192596435547,24.179920196533203
2015-09-21,35.413734436035156,24.18735122680664
2015-09-22,35.12126541137695,23.971921920776367
2015-09-23,34.76555633544922,23.919921875
2015-09-24,34.852500915527344,23.853063583374023
2015-09-25,34.955265045166016,24.01649284362793
2015-09-28,34.57582473754883,23.697059631347656
2015-09-29,34.409828186035156,23.82335662841797
2015-09-30,34.39401626586914,24.20220375061035
2015-10-01,33.95924758911133,24.165063858032227
2015-10-02,33.86438751220703,24.246780395507812
2015-10-05,34.78135681152344,24.83363151550293
2015-10-06,34.82878494262695,24.744491577148438
2015-10-07,35.11304473876953,24.95546531677246
2015-10-08,35.41734313964844,25.166440963745117
2015-10-09,35.36128234863281,24.970539093017578
2015-10-12,35.47339630126953,25.091093063354492
2015-10-13,35.52143478393555,25.030818939208984
2015-10-14,35.225154876708984,25.06848907470703
2015-10-15,35.76966857910156,25.2342586517334
2015-10-16,35.7936897277832,25.490447998046875
2015-10-19,35.7936897277832,25.339746475219727
2015-10-20,36.22610855102539,25.430158615112305
2015-10-21,35.921817779541016,25.317138671875
2015-10-22,36.746585845947266,25.588397979736328
2015-10-23,36.96279525756836,25.422630310058594
2015-10-26,37.12294387817383,25.362340927124023
2015-10-27,36.970802307128906,25.023279190063477
2015-10-28,37.219032287597656,25.181507110595703
2015-10-29,37.15498352050781,25.27946662902832
2015-10-30,37.53934097290039,25.24932289123535
2015-11-02,37.45925521850586,25.324676513671875
2015-11-03,37.19501876831055,25.339746475219727
2015-11-04,36.946781158447266,25.226720809936523
2015-11-05,36.99482345581055,25.121231079101562
2015-11-06,36.658504486083984,24.9856014251709
2015-11-09,36.27414321899414,24.744489669799805
2015-11-10,36.113990783691406,24.706811904907227
2015-11-11,36.29016876220703,24.804767608642578
2015-11-12,35.89779281616211,24.631465911865234
2015-11-13,35.41734313964844,24.34514045715332
2015-11-16,36.06595230102539,24.895183563232422
2015-11-17,36.097991943359375,25.06095314025879
2015-11-18,36.33821105957031,25.271930694580078
2015-11-19,36.642494201660156,25.33220863342285
2015-11-20,36.34621810913086,25.362340927124023
2015-11-23,36.02591323852539,25.211654663085938
2015-11-24,36.18606185913086,25.158906936645508
2015-11-25,35.96986389160156,25.204118728637695
2015-11-27,36.21809387207031,25.294532775878906
2015-11-30,36.39426040649414,25.369884490966797
2015-12-01,36.49836349487305,25.44523048400879
2015-12-02,35.96986389160156,25.28700065612793
2015-12-03,35.681583404541016,24.940397262573242
2015-12-04,36.60245895385742,25.701417922973633
2015-12-07,36.882713317871094,25.82197380065918
2015-12-08,36.594444274902344,25.505510330200195
2015-12-09,36.32219314575195,25.294532775878906
2015-12-10,36.29016876220703,25.369884490966797
2015-12-11,35.88978576660156,24.99313735961914
2015-12-14,36.39426040649414,25.317138671875
2015-12-15,36.47433090209961,25.475374221801758
2015-12-16,37.24306106567383,25.91992950439453
2015-12-17,36.91474914550781,25.64113998413086
2015-12-18,36.48234558105469,25.317138671875
2015-12-21,36.75459289550781,25.686344146728516
2015-12-22,37.10693359375,25.927461624145508
2015-12-23,37.59539031982422,26.20625114440918
2015-12-24,37.40321350097656,26.11583137512207
2015-12-28,37.43523406982422,26.19118881225586
2015-12-29,37.803585052490234,26.319278717041016
2015-12-30,37.45125961303711,26.17611312866211
2015-12-31,37.010841369628906,25.927461624145508
2016-01-04,36.73056411743164,25.882251739501953
2016-01-05,37.235050201416016,26.063091278076172
2016-01-06,36.898658752441406,26.024885177612305
2016-01-07,36.69599533081055,25.604637145996094
2016-01-08,36.33932876586914,25.6275577545166
2016-01-11,36.55009460449219,25.940841674804688
2016-01-12,36.4203987121582,25.902629852294922
2016-01-13,35.788124084472656,25.78038215637207
2016-01-14,36.37176513671875,26.208271026611328
2016-01-15,36.01509094238281,25.971405029296875
2016-01-19,36.37176513671875,26.36872100830078
2016-01-20,36.006980895996094,25.902629852294922
2016-01-21,37.18235397338867,26.391647338867188
2016-01-22,38.130767822265625,26.850101470947266
2016-01-25,38.12266159057617,26.743131637573242
2016-01-26,39.11159896850586,27.04876708984375
2016-01-27,39.743865966796875,27.10988998413086
2016-01-28,39.72765350341797,27.14809799194336
2016-01-29,40.505836486816406,27.553068161010742
2016-02-01,41.146209716796875,27.644760131835938
2016-02-02,40.457191467285156,27.553068161010742
2016-02-03,41.0327262878418,28.057357788085938
2016-02-04,40.87871170043945,27.912187576293945
2016-02-05,41.316436767578125,28.179615020751953
2016-02-08,41.130001068115234,28.35536003112793
2016-02-09,40.651737213134766,28.003877639770508
2016-02-10,40.513938903808594,27.835783004760742
2016-02-11,40.03567886352539,27.667675018310547
2016-02-12,40.61931610107422,27.86634063720703
2016-02-16,40.724700927734375,28.003877639770508
2016-02-17,40.7895393371582,27.996232986450195
2016-02-18,41.292110443115234,28.263668060302734
2016-02-19,41.22727584838867,27.9427490234375
2016-02-22,41.397499084472656,28.16433334350586
2016-02-23,41.04083251953125,28.07264518737793
2016-02-24,41.19484329223633,28.34771728515625
2016-02-25,41.42991638183594,28.55402374267578
2016-02-26,41.35696792602539,28.37064552307129
2016-02-29,41.121891021728516,28.23310661315918
2016-03-01,41.71363067626953,28.569307327270508
2016-03-02,42.24863052368164,28.798526763916016
2016-03-03,42.062191009521484,29.027755737304688
2016-03-04,41.99734115600586,28.98191261291504
2016-03-07,42.32158279418945,29.134723663330078
2016-03-08,42.52423095703125,29.104167938232422
2016-03-09,42.426963806152344,29.02012062072754
2016-03-10,42.41075134277344,29.272262573242188
2016-03-11,42.58097457885742,29.31047248840332
2016-03-14,42.58909225463867,29.279911041259766
2016-03-15,42.69445037841797,29.432723999023438
2016-03-16,43.13218307495117,29.62375259399414
2016-03-17,43.47263717651367,29.89118194580078
2016-03-18,43.15650177001953,29.463294982910156
2016-03-21,43.3186149597168,29.738359451293945
2016-03-22,43.13218307495117,29.516773223876953
2016-03-23,42.889007568359375,29.448007583618164
2016-03-24,43.415897369384766,29.707792282104492
2016-03-28,43.28620147705078,29.852970123291016
2016-03-29,43.81309509277344,30.143325805664062
2016-03-30,43.80498504638672,30.08220100402832
2016-03-31,43.837406158447266,29.929378509521484
2016-04-01,43.780662536621094,29.83769416809082
2016-04-04,44.11301803588867,30.07457160949707
2016-04-05,43.84552001953125,29.944664001464844
2016-04-06,43.84142303466797,29.890520095825195
2016-04-07,42.59629440307617,29.85183334350586
2016-04-08,42.74374771118164,29.78221893310547
2016-04-11,42.27682113647461,29.69713020324707
2016-04-12,42.555335998535156,29.913719177246094
2016-04-13,42.01469039916992,29.58883285522461
2016-04-14,42.07203674316406,29.720327377319336
2016-04-15,42.06385040283203,29.766740798950195
2016-04-18,42.375125885009766,29.898252487182617
2016-04-19,42.661834716796875,30.107105255126953
2016-04-20,42.39151382446289,29.95240592956543
2016-04-21,40.98255920410156,29.28713607788086
2016-04-22,41.40851593017578,29.4495792388916
2016-04-25,41.580535888671875,29.557880401611328
2016-04-26,41.31840133666992,29.465057373046875
2016-04-27,42.34236145019531,29.95240592956543
2016-04-28,41.793521881103516,29.890520095825195
2016-04-29,41.72798538208008,30.029760360717773
2016-05-02,42.039268493652344,30.246356964111328
2016-05-03,41.51500701904297,30.09937858581543
2016-05-04,41.64607620239258,30.076173782348633
2016-05-05,41.64607620239258,29.967876434326172
2016-05-06,41.87543487548828,30.161264419555664
2016-05-09,41.84267044067383,30.060697555541992
2016-05-10,42.219482421875,30.408803939819336
2016-05-11,41.90001678466797,30.30824089050293
2016-05-12,42.162139892578125,30.59446144104004
2016-05-13,41.72798538208008,30.2850341796875
2016-05-16,41.96554183959961,30.385601043701172
2016-05-17,41.695220947265625,30.254091262817383
2016-05-18,41.27745056152344,29.74353790283203
2016-05-19,40.6548957824707,29.73579978942871
2016-05-20,40.67946243286133,29.74353790283203
2016-05-23,40.25349807739258,29.642976760864258
2016-05-24,40.61393356323242,29.78221893310547
2016-05-25,40.83510971069336,29.875041961669922
2016-05-26,41.08905029296875,30.045225143432617
2016-05-27,41.46585464477539,30.161264419555664
2016-05-31,41.695220947265625,30.2850341796875
2016-06-01,41.31021499633789,29.96013069152832
2016-06-02,41.58872604370117,30.045225143432617
2016-06-03,41.71159744262695,30.331445693969727
2016-06-06,41.539573669433594,30.432008743286133
2016-06-07,42.39151382446289,30.780115127563477
2016-06-08,42.20310974121094,30.834260940551758
2016-06-09,42.555335998535156,31.01218605041504
2016-06-10,43.1451301574707,31.197837829589844
2016-06-13,43.06321716308594,31.089540481567383
2016-06-14,43.407264709472656,31.23651695251465
2016-06-15,43.28438949584961,31.16690444946289
2016-06-16,43.792266845703125,31.32161521911621
2016-06-17,44.05439758300781,31.507261276245117
2016-06-20,44.03801345825195,31.545942306518555
2016-06-21,44.316532135009766,31.770273208618164
2016-06-22,44.25918960571289,31.948209762573242
2016-06-23,44.783451080322266,32.39686584472656
2016-06-24,44.58685302734375,32.11838912963867
2016-06-27,44.84079360961914,32.512901306152344
2016-06-28,44.90633010864258,32.50516891479492
2016-06-29,45.10292434692383,32.90741729736328
2016-06-30,45.74187469482422,33.425697326660156
2016-07-01,46.06134796142578,33.62683868408203
2016-07-05,46.30709457397461,33.534000396728516
2016-07-06,46.551185607910156,33.71392059326172
2016-07-07,45.82304382324219,33.08812713623047
2016-07-08,46.25330352783203,33.330631256103516
2016-07-11,46.278133392333984,33.252403259277344
2016-07-12,45.89751434326172,33.17417907714844
2016-07-13,46.33605194091797,33.314979553222656
2016-07-14,46.20366668701172,33.45577621459961
2016-07-15,46.20366668701172,33.549644470214844
2016-07-18,46.278133392333984,33.51836395263672
2016-07-19,46.08782196044922,33.45577621459961
2016-07-20,46.02162551879883,33.40884780883789
2016-07-21,45.81476593017578,33.260223388671875
2016-07-22,46.418792724609375,33.72172927856445
2016-07-25,46.228492736816406,33.5887565612793
2016-07-26,45.35141372680664,33.15071487426758
2016-07-27,45.773399353027344,33.44795227050781
2016-07-28,45.392784118652344,33.307167053222656
2016-07-29,45.847869873046875,33.8625373840332
2016-08-01,45.09490966796875,33.7764892578125
2016-08-02,44.68118667602539,33.76084899902344
2016-08-03,44.598445892333984,33.745208740234375
2016-08-04,44.62327194213867,33.698265075683594
2016-08-05,44.38331604003906,33.76084899902344
2016-08-08,44.34194564819336,33.5809326171875
2016-08-09,44.399871826171875,33.698265075683594
2016-08-10,44.52397918701172,33.79214096069336
2016-08-11,44.56534957885742,33.940757751464844
2016-08-12,44.39158630371094,33.85470962524414
2016-08-15,44.358489990234375,33.651336669921875
2016-08-16,43.65517807006836,32.822174072265625
2016-08-17,43.99441909790039,32.74395751953125
2016-08-18,43.746192932128906,32.38413619995117
2016-08-19,43.398677825927734,32.07905960083008
2016-08-22,43.481414794921875,32.0008430480957
2016-08-23,43.54761505126953,31.953901290893555
2016-08-24,43.46487045288086,31.96954917907715
2016-08-25,43.64690399169922,32.125999450683594
2016-08-26,43.08424758911133,31.82093048095703
2016-08-29,43.440040588378906,32.07124710083008
2016-08-30,43.24973678588867,31.98518943786621
2016-08-31,43.299381256103516,31.977371215820312
2016-09-01,43.48969268798828,32.03995132446289
2016-09-02,43.75447463989258,32.03213119506836
2016-09-06,44.27574157714844,32.25114822387695
2016-09-07,44.44123458862305,32.282440185546875
2016-09-08,44.35021209716797,32.21986389160156
2016-09-09,42.87739944458008,31.06217384338379
2016-09-12,43.49796676635742,31.844392776489258
2016-09-13,42.57124710083008,31.265548706054688
2016-09-14,42.60434341430664,31.20296859741211
2016-09-15,43.00978469848633,31.641016006469727
2016-09-16,42.92703628540039,31.44546127319336
2016-09-19,42.3643913269043,31.33594512939453
2016-09-20,42.42230224609375,31.257726669311523
2016-09-21,42.918766021728516,31.734880447387695
2016-09-22,43.31593704223633,32.157283782958984
2016-09-23,43.48969268798828,32.29025650024414
2016-09-26,43.150447845458984,32.18075180053711
2016-09-27,43.4317741394043,32.43106460571289
2016-09-28,43.07598114013672,31.953901290893555
2016-09-29,43.12561798095703,31.86004066467285
2016-09-30,43.00978469848633,31.766172409057617
2016-10-03,42.92703628540039,31.89131736755371
2016-10-04,42.414039611816406,31.210790634155273
2016-10-05,42.06924057006836,31.00493621826172
2016-10-06,42.060874938964844,30.965347290039062
2016-10-07,41.77634811401367,30.775327682495117
2016-10-10,42.002296447753906,30.88616943359375
2016-10-11,41.759605407714844,30.95743179321289
2016-10-12,42.0943489074707,31.139537811279297
2016-10-13,42.08598709106445,31.17120361328125
2016-10-14,42.07762145996094,31.052446365356445
2016-10-17,42.20314025878906,31.092029571533203
2016-10-18,42.06924057006836,31.163286209106445
2016-10-19,42.16129684448242,31.179121017456055
2016-10-20,41.12358856201172,30.601144790649414
2016-10-21,40.33692932128906,29.68271827697754
2016-10-24,40.34530258178711,29.183910369873047
2016-10-25,40.03565979003906,29.057235717773438
2016-10-26,39.85991668701172,28.843461990356445
2016-10-27,40.62146759033203,28.914716720581055
2016-10-28,40.34530258178711,28.90679359436035
2016-10-31,40.25324249267578,29.128488540649414
2016-11-01,39.885032653808594,28.946392059326172
2016-11-02,39.2824821472168,28.79595375061035
2016-11-03,39.223899841308594,29.00181007385254
2016-11-04,39.3996467590332,28.89888572692871
2016-11-07,39.717647552490234,29.14432716369629
2016-11-08,39.87665939331055,29.286834716796875
2016-11-09,40.052398681640625,29.643123626708984
2016-11-10,39.07326126098633,28.954309463500977
2016-11-11,39.07326126098633,28.90679359436035
2016-11-14,38.64646911621094,28.60593605041504
2016-11-15,39.642333984375,29.11265754699707
2016-11-16,40.11098098754883,29.41352081298828
2016-11-17,40.03565979003906,29.619373321533203
2016-11-18,40.22814178466797,29.738140106201172
2016-11-21,40.42898941040039,29.880651473999023
2016-11-22,41.41648864746094,30.52196502685547
2016-11-23,42.03575897216797,30.66447639465332
2016-11-25,42.403987884521484,31.04452133178711
2016-11-28,42.78058624267578,31.305805206298828
2016-11-29,42.64667892456055,31.258289337158203
2016-11-30,41.759605407714844,30.585315704345703
2016-12-01,41.73450469970703,30.783246994018555
2016-12-02,41.68428421020508,30.569477081298828
2016-12-05,41.63407897949219,30.585315704345703
2016-12-06,42.144569396972656,31.15536880493164
2016-12-07,42.9981575012207,32.02628707885742
2016-12-08,42.78895568847656,31.9946231842041
2016-12-09,43.09022903442383,31.970876693725586
2016-12-12,43.31616973876953,32.5567626953125
2016-12-13,43.81829071044922,32.746788024902344
2016-12-14,43.20737838745117,32.54093551635742
2016-12-15,43.358028411865234,32.85763168334961
2016-12-16,43.74298095703125,32.99223327636719
2016-12-19,44.2785758972168,33.34851837158203
